date,open,high,low,close,adj_close,volume
2019-11-21,139.63999938964844,140.0800018310547,139.1199951171875,139.72000122070312,116.03919982910156,5980900
2019-11-22,140.10000610351562,140.27999877929688,139.67999267578125,139.89999389648438,116.18870544433594,4664800
2019-11-25,140.3000030517578,140.52999877929688,140.17999267578125,140.30999755859375,116.5291748046875,4157300
2019-11-26,141.0,141.30999755859375,140.94000244140625,141.1300048828125,117.21025085449219,4281100
2019-11-27,140.60000610351562,140.91000366210938,140.4199981689453,140.72000122070312,116.86972045898438,4095700
2019-11-29,140.6199951171875,140.67999267578125,139.77999877929688,140.4199981689453,116.62054443359375,6251100
2019-12-02,138.13999938964844,138.6699981689453,137.9499969482422,138.30999755859375,115.06564331054688,17702200
2019-12-03,140.0399932861328,141.77000427246094,139.92999267578125,141.2100067138672,117.47830963134766,13062400
2019-12-04,140.33999633789062,140.5,139.2100067138672,139.8000030517578,116.30526733398438,8586300
2019-12-05,138.66000366210938,139.44000244140625,138.60000610351562,139.1199951171875,115.73953247070312,7273800
2019-12-06,138.02999877929688,139.1199951171875,137.86000061035156,138.35000610351562,115.09893798828125,7931100
2019-12-09,138.99000549316406,139.11000061035156,138.57000732421875,138.64999389648438,115.34855651855469,4016900
2019-12-10,139.17999267578125,139.35000610351562,138.41000366210938,138.66000366210938,115.35685729980469,4947600
2019-12-11,139.3000030517578,140.13999938964844,139.22999572753906,139.75,116.26370239257812,6256700
2019-12-12,139.19000244140625,139.27999877929688,136.61000061035156,137.4499969482422,114.35021209716797,14857000
2019-12-13,138.1199951171875,139.61000061035156,137.22999572753906,139.0399932861328,115.67296600341797,11335100
2019-12-16,138.39999389648438,138.4600067138672,137.42999267578125,137.7899932861328,114.63301849365234,9156600
2019-12-17,138.2100067138672,138.33999633789062,137.2100067138672,137.60000610351562,114.47501373291016,6179700
2019-12-18,137.3000030517578,137.4499969482422,136.27999877929688,136.47000122070312,113.53488159179688,6244700
2019-12-19,136.0,136.86000061035156,135.75999450683594,136.47000122070312,113.71659851074219,6591100
2019-12-20,136.1300048828125,136.69000244140625,135.92999267578125,136.64999389648438,113.86650848388672,5455700
2019-12-23,136.80999755859375,136.97000122070312,136.0,136.4499969482422,113.69987487792969,5175000
2019-12-24,135.9199981689453,137.05999755859375,135.88999938964844,136.83999633789062,114.02486419677734,4667400
2019-12-26,136.91000366210938,137.22000122070312,136.50999450683594,137.1699981689453,114.29985809326172,5290200
2019-12-27,137.44000244140625,137.6300048828125,137.2899932861328,137.32000732421875,114.42481994628906,7300500
2019-12-30,135.88999938964844,136.89999389648438,135.66000366210938,136.82000732421875,114.00819396972656,7979700
2019-12-31,136.2100067138672,136.4600067138672,135.3800048828125,135.47999572753906,112.89163208007812,10707400
2020-01-02,136.7899932861328,137.52999877929688,136.6699981689453,137.00999450683594,114.1665267944336,11034100
2020-01-03,138.27000427246094,139.16000366210938,137.8800048828125,139.1199951171875,115.9246826171875,12366000
2020-01-06,139.69000244140625,139.7100067138672,138.14999389648438,138.3300018310547,115.2663803100586,11369800
2020-01-07,138.22000122070312,138.47000122070312,137.63999938964844,137.64999389648438,114.6998062133789,8381200
2020-01-08,137.92999267578125,138.30999755859375,136.32000732421875,136.74000549316406,113.94153594970703,10621700
2020-01-09,136.0,137.44000244140625,135.91000366210938,137.22000122070312,114.34146881103516,7411500
2020-01-10,137.6699981689453,138.47000122070312,137.6300048828125,138.44000244140625,115.35811614990234,8776000
2020-01-13,137.8800048828125,138.08999633789062,137.38999938964844,138.02000427246094,115.00809478759766,5966900
2020-01-14,138.17999267578125,138.82000732421875,138.13999938964844,138.72999572753906,115.59970092773438,13920300
2020-01-15,139.52000427246094,139.75999450683594,139.02000427246094,139.64999389648438,116.36631774902344,6290500
2020-01-16,139.25999450683594,139.52999877929688,138.74000549316406,139.2100067138672,115.9997329711914,6798600
2020-01-17,137.5800018310547,138.13999938964844,137.36000061035156,138.02000427246094,115.00809478759766,9693100
2020-01-21,138.80999755859375,139.64999389648438,138.77000427246094,139.47000122070312,116.21630859375,6794900
2020-01-22,139.72000122070312,140.13999938964844,139.58999633789062,139.9600067138672,116.62467956542969,6317000
2020-01-23,140.85000610351562,141.3800048828125,140.77999877929688,140.94000244140625,117.44123077392578,9747400
2020-01-24,141.4199981689453,142.5500030517578,141.3000030517578,142.0800018310547,118.3912353515625,8585000
2020-01-27,143.9499969482422,144.2899932861328,143.5,144.2899932861328,120.23268127441406,10935200
2020-01-28,143.92999267578125,144.08999633789062,142.82000732421875,143.16000366210938,119.29116821289062,10612900
2020-01-29,143.44000244140625,144.6999969482422,143.42999267578125,144.55999755859375,120.45771026611328,9566800
2020-01-30,144.89999389648438,145.6699981689453,144.2899932861328,144.5800018310547,120.47438049316406,14711800
2020-01-31,145.1699981689453,145.99000549316406,145.08999633789062,145.89999389648438,121.57430267333984,14538100
2020-02-03,144.9499969482422,145.75999450683594,144.1199951171875,145.5399932861328,121.47578430175781,15309000
2020-02-04,143.99000549316406,144.13999938964844,143.05999755859375,143.5800018310547,119.83987426757812,11388300
2020-02-05,142.3000030517578,142.6999969482422,141.89999389648438,142.00999450683594,118.52943420410156,10782600
2020-02-06,142.17999267578125,142.8800048828125,142.0,142.64999389648438,119.06367492675781,6683100
2020-02-07,144.22000122070312,144.74000549316406,143.8699951171875,144.42999267578125,120.54934692382812,11374800
2020-02-10,145.10000610351562,145.25,144.67999267578125,144.8300018310547,120.88321685791016,6699300
2020-02-11,144.58999633789062,144.72000122070312,143.94000244140625,144.10000610351562,120.27395629882812,7784100
2020-02-12,143.3699951171875,143.5500030517578,142.99000549316406,143.3699951171875,119.66461944580078,5595500
2020-02-13,143.44000244140625,144.1999969482422,143.27000427246094,143.9199981689453,120.12364196777344,7883400
2020-02-14,144.75999450683594,145.0800018310547,144.4499969482422,144.5500030517578,120.64949035644531,7137400
2020-02-18,145.33999633789062,146.0500030517578,144.9199981689453,145.5399932861328,121.47578430175781,6909200
2020-02-19,145.1199951171875,145.6199951171875,144.97999572753906,145.52999877929688,121.46743774414062,5707700
2020-02-20,146.0800018310547,146.94000244140625,146.0,146.6699981689453,122.41893005371094,9332900
2020-02-21,147.8000030517578,148.8800048828125,147.64999389648438,148.0399932861328,123.56242370605469,13860300
2020-02-24,150.8300018310547,150.9600067138672,150.0,150.25,125.40699005126953,15929300
2020-02-25,150.2100067138672,151.75999450683594,150.13999938964844,151.0500030517578,126.07475280761719,20802900
2020-02-26,149.9499969482422,151.72000122070312,149.5800018310547,150.25,125.40699005126953,22589500
2020-02-27,152.6999969482422,153.0800018310547,150.8300018310547,151.8800048828125,126.7675552368164,30687900
2020-02-28,154.4499969482422,155.97999572753906,154.16000366210938,155.30999755859375,129.6304168701172,44935200
2020-03-02,155.3000030517578,156.5,153.75999450683594,153.94000244140625,128.67662048339844,28152400
2020-03-03,153.80999755859375,159.6999969482422,152.36000061035156,156.3300018310547,130.67446899414062,38608000
2020-03-04,156.41000366210938,157.35000610351562,154.19000244140625,154.6699981689453,129.28680419921875,23463700
2020-03-05,157.1300048828125,158.82000732421875,156.80999755859375,158.52000427246094,132.50509643554688,17786200
2020-03-06,167.3000030517578,169.3300018310547,164.11000061035156,166.77000427246094,139.4010772705078,76288300
2020-03-09,179.10000610351562,179.6999969482422,170.33999633789062,171.2899932861328,143.1792755126953,41552800
2020-03-10,169.63999938964844,172.92999267578125,162.02999877929688,162.50999450683594,135.8402557373047,37728300
2020-03-11,165.42999267578125,167.02999877929688,155.6300048828125,156.52999877929688,130.84161376953125,29519300
2020-03-12,163.50999450683594,166.36000061035156,155.66000366210938,157.5,131.65240478515625,24361800
2020-03-13,155.0,158.1999969482422,152.19000244140625,153.94000244140625,128.67662048339844,19812900
2020-03-16,160.3800048828125,166.14999389648438,157.80999755859375,163.91000366210938,137.01036071777344,30496700
2020-03-17,163.5,165.6300048828125,152.7100067138672,152.97999572753906,127.87418365478516,18570900
2020-03-18,152.83999633789062,154.13999938964844,139.00999450683594,144.35000610351562,120.6604995727539,47061000
2020-03-19,146.9499969482422,153.4499969482422,145.25,148.27999877929688,123.94549560546875,21175300
2020-03-20,153.3000030517578,159.42999267578125,152.11000061035156,159.42999267578125,133.26571655273438,20863100
2020-03-23,157.5,166.69000244140625,156.57000732421875,166.0,138.75743103027344,19971800
2020-03-24,161.25,165.4499969482422,160.41000366210938,162.91000366210938,136.17462158203125,11948600
2020-03-25,163.58999633789062,166.67999267578125,161.6199951171875,162.5399932861328,135.865234375,10750600
2020-03-26,164.0,165.67999267578125,162.27000427246094,163.33999633789062,136.53395080566406,10576200
2020-03-27,165.52000427246094,168.25,164.58999633789062,167.6999969482422,140.178466796875,12550000
2020-03-30,168.3000030517578,170.11000061035156,165.94000244140625,166.32000732421875,139.02488708496094,13473200
2020-03-31,165.6999969482422,166.9199981689453,164.55999755859375,164.97000122070312,137.89651489257812,11464800
2020-04-01,168.47999572753906,168.9600067138672,166.39999389648438,167.0399932861328,139.8285369873047,11334700
2020-04-02,168.8300018310547,169.22000122070312,167.25999450683594,168.10000610351562,140.7158660888672,5771200
2020-04-03,168.5500030517578,170.3300018310547,168.13999938964844,168.5,141.05064392089844,6570800
2020-04-06,167.0,168.27000427246094,166.52999877929688,168.05999755859375,140.68238830566406,9434800
2020-04-07,164.9600067138672,166.4199981689453,163.7100067138672,166.3000030517578,139.2090301513672,13811400
2020-04-08,165.11000061035156,166.19000244140625,164.1300048828125,165.08999633789062,138.1961669921875,10147100
2020-04-09,164.27999877929688,165.7899932861328,163.77999877929688,165.38999938964844,138.44723510742188,14259100
2020-04-13,164.75,165.7100067138672,163.8800048828125,163.8800048828125,137.1833038330078,8750300
2020-04-14,163.83999633789062,164.74000549316406,163.47999572753906,163.83999633789062,137.1498260498047,9019100
2020-04-15,166.8000030517578,168.60000610351562,166.74000549316406,168.17999267578125,140.78280639648438,10027800
2020-04-16,169.25999450683594,170.32000732421875,169.02000427246094,170.08999633789062,142.38169860839844,8265400
2020-04-17,169.82000732421875,170.83999633789062,167.27000427246094,167.80999755859375,140.47312927246094,8612100
2020-04-20,168.44000244140625,169.2899932861328,167.9600067138672,169.16000366210938,141.6031951904297,6462600
2020-04-21,171.92999267578125,172.14999389648438,170.77999877929688,171.2899932861328,143.3861846923828,7850700
2020-04-22,169.97000122070312,170.38999938964844,168.7100067138672,169.5399932861328,141.92129516601562,6230200
2020-04-23,169.8699951171875,170.92999267578125,169.61000061035156,170.44000244140625,142.67462158203125,5968600
2020-04-24,169.61000061035156,170.83999633789062,169.57000732421875,170.83999633789062,143.00949096679688,6211800
2020-04-27,169.66000366210938,169.75,167.44000244140625,167.66000366210938,140.34754943847656,9039500
2020-04-28,168.5500030517578,169.85000610351562,168.4499969482422,169.58999633789062,141.96304321289062,9905400
2020-04-29,169.52999877929688,170.25999450683594,167.9600067138672,168.7100067138672,141.22645568847656,8619600
2020-04-30,168.74000549316406,169.22999572753906,166.7100067138672,166.74000549316406,139.57737731933594,11606100
2020-05-01,167.5,168.11000061035156,166.44000244140625,167.9499969482422,140.77261352539062,10209400
2020-05-04,167.55999755859375,167.67999267578125,166.47999572753906,167.16000366210938,140.11050415039062,8300900
2020-05-05,165.57000732421875,166.27000427246094,165.27000427246094,166.08999633789062,139.21359252929688,7831800
2020-05-06,163.22999572753906,163.63999938964844,162.0500030517578,163.41000366210938,136.9672088623047,14721500
2020-05-07,163.55999755859375,166.3699951171875,163.33999633789062,166.13999938964844,139.25550842285156,9164800
2020-05-08,164.49000549316406,165.39999389648438,163.67999267578125,163.97999572753906,137.4450225830078,8129800
2020-05-11,163.66000366210938,164.22000122070312,162.10000610351562,162.6999969482422,136.37210083007812,8713500
2020-05-12,163.16000366210938,164.92999267578125,163.1300048828125,164.3699951171875,137.77195739746094,10057300
2020-05-13,165.08999633789062,166.2899932861328,164.8300018310547,165.52000427246094,138.73580932617188,13305600
2020-05-14,167.32000732421875,168.14999389648438,167.0500030517578,167.13999938964844,140.0936737060547,10080000
2020-05-15,168.3000030517578,168.49000549316406,166.3300018310547,166.7100067138672,139.73321533203125,7225600
2020-05-18,164.92999267578125,165.05999755859375,162.4199981689453,163.0500030517578,136.66558837890625,10073100
2020-05-19,162.52000427246094,163.6999969482422,162.47999572753906,163.66000366210938,137.1768035888672,8639100
2020-05-20,163.1699981689453,164.6999969482422,162.8800048828125,164.14999389648438,137.5875244140625,10927300
2020-05-21,164.86000061035156,165.36000061035156,164.2899932861328,164.55999755859375,137.9311981201172,8920000
2020-05-22,164.72000122070312,165.67999267578125,164.61000061035156,165.5500030517578,138.76100158691406,4956700
2020-05-26,163.7100067138672,163.7899932861328,162.97999572753906,163.3300018310547,136.9002685546875,8098900
2020-05-27,162.7899932861328,163.91000366210938,162.58999633789062,163.02999877929688,136.64874267578125,8047400
2020-05-28,161.9600067138672,162.57000732421875,161.66000366210938,162.42999267578125,136.14584350585938,10272600
2020-05-29,162.7100067138672,164.08999633789062,162.35000610351562,163.58999633789062,137.11817932128906,14632700
2020-06-01,162.10000610351562,162.44000244140625,161.6699981689453,162.27999877929688,136.19500732421875,13341400
2020-06-02,161.6699981689453,162.08999633789062,161.25,161.69000244140625,135.69984436035156,11517100
2020-06-03,160.17999267578125,160.3300018310547,158.94000244140625,159.5399932861328,133.89540100097656,12255700
2020-06-04,158.9199981689453,159.00999450683594,157.19000244140625,157.22999572753906,131.956787109375,14038600
2020-06-05,154.61000061035156,156.16000366210938,153.16000366210938,156.11000061035156,131.01681518554688,17778500
2020-06-08,155.07000732421875,156.85000610351562,155.0500030517578,156.7100067138672,131.52032470703125,10346700
2020-06-09,159.0500030517578,159.63999938964844,158.3000030517578,158.49000549316406,133.01422119140625,9095300
2020-06-10,159.24000549316406,160.89999389648438,159.0500030517578,160.83999633789062,134.9864044189453,13135500
2020-06-11,163.25,164.22999572753906,162.6300048828125,163.8800048828125,137.5377655029297,17086400
2020-06-12,162.41000366210938,163.66000366210938,162.0500030517578,162.3000030517578,136.2118377685547,9716100
2020-06-15,163.88999938964844,164.22000122070312,162.13999938964844,162.38999938964844,136.28726196289062,7759800
2020-06-16,159.41000366210938,161.22999572753906,158.6999969482422,159.89999389648438,134.19754028320312,13698900
2020-06-17,160.27000427246094,160.77000427246094,159.33999633789062,160.55999755859375,134.75144958496094,7113900
2020-06-18,162.0399932861328,162.47999572753906,161.61000061035156,162.25999450683594,136.17820739746094,7691400
2020-06-19,161.0,162.5,160.91000366210938,162.38999938964844,136.28726196289062,8565500
2020-06-22,163.19000244140625,163.4199981689453,162.07000732421875,162.41000366210938,136.3040771484375,9319700
2020-06-23,161.47999572753906,162.05999755859375,161.1199951171875,161.3000030517578,135.3724822998047,9088600
2020-06-24,161.52999877929688,163.08999633789062,161.52000427246094,163.02999877929688,136.8244171142578,11436500
2020-06-25,164.2100067138672,164.35000610351562,163.39999389648438,163.5,137.21884155273438,10968000
2020-06-26,164.25,165.32000732421875,164.17999267578125,165.25,138.68759155273438,12119300
2020-06-29,164.85000610351562,165.27000427246094,164.3800048828125,164.72999572753906,138.2511444091797,7274400
2020-06-30,165.22999572753906,165.2899932861328,163.47999572753906,163.92999267578125,137.57977294921875,14841700
2020-07-01,162.80999755859375,163.55999755859375,162.14999389648438,163.4199981689453,137.3125762939453,13181000
2020-07-02,162.6999969482422,163.74000549316406,162.24000549316406,163.58999633789062,137.4553680419922,7599800
2020-07-06,162.3300018310547,163.02000427246094,161.75,162.9199981689453,136.89247131347656,7972700
2020-07-07,163.4199981689453,165.33999633789062,163.1999969482422,165.2100067138672,138.8166046142578,12791900
2020-07-08,164.32000732421875,164.9199981689453,163.8300018310547,164.5500030517578,138.26205444335938,7253900
2020-07-09,164.66000366210938,167.4499969482422,164.60000610351562,167.1699981689453,140.4634246826172,13373100
2020-07-10,167.9499969482422,168.2100067138672,166.16000366210938,166.3300018310547,139.75762939453125,8478000
2020-07-13,165.5,166.9600067138672,165.22999572753906,166.8800048828125,140.21981811523438,8054000
2020-07-14,167.92999267578125,168.13999938964844,166.97999572753906,167.1199951171875,140.4214630126953,11344600
2020-07-15,165.9199981689453,166.9499969482422,165.8300018310547,166.33999633789062,139.76608276367188,7840300
2020-07-16,167.39999389648438,167.77000427246094,167.0399932861328,167.1300048828125,140.42984008789062,9107400
2020-07-17,167.27000427246094,167.39999389648438,166.47000122070312,166.77999877929688,140.13580322265625,8549900
2020-07-20,167.50999450683594,167.6199951171875,166.8000030517578,167.19000244140625,140.48028564453125,6907200
2020-07-21,167.3000030517578,167.72000122070312,167.0800018310547,167.2899932861328,140.56434631347656,8454400
2020-07-22,168.25999450683594,168.4600067138672,167.69000244140625,167.7899932861328,140.98443603515625,6592100
2020-07-23,168.9199981689453,169.8800048828125,168.47999572753906,169.75,142.6313018798828,10471800
2020-07-24,169.00999450683594,169.9199981689453,168.8699951171875,169.74000549316406,142.6228485107422,7520700
2020-07-27,170.25,170.3000030517578,168.99000549316406,169.11000061035156,142.09352111816406,6146400
2020-07-28,169.5399932861328,170.33999633789062,169.42999267578125,170.27999877929688,143.07666015625,8520700
2020-07-29,170.0500030517578,170.38999938964844,168.97999572753906,169.99000549316406,142.8329315185547,6733700
2020-07-30,171.0500030517578,171.25999450683594,170.75,171.11000061035156,143.7740478515625,9376100
2020-07-31,170.14999389648438,171.4600067138672,169.94000244140625,171.0,143.6815948486328,8886000
2020-08-03,169.24000549316406,169.99000549316406,168.97000122070312,169.9499969482422,142.95816040039062,9066200
2020-08-04,170.8300018310547,171.5800018310547,170.72000122070312,171.57000732421875,144.32089233398438,9878900
2020-08-05,170.05999755859375,170.55999755859375,169.69000244140625,170.07000732421875,143.0591278076172,6954100
2020-08-06,171.3800048828125,172.25,170.6199951171875,171.02000427246094,143.8583221435547,9481800
2020-08-07,171.27999877929688,171.5,169.5800018310547,169.8800048828125,142.89926147460938,8176900
2020-08-10,170.22000122070312,170.25,169.07000732421875,169.1199951171875,142.25997924804688,6408500
2020-08-11,167.1699981689453,167.49000549316406,165.8800048828125,167.11000061035156,140.56927490234375,19234200
2020-08-12,165.6999969482422,166.07000732421875,164.99000549316406,165.58999633789062,139.2906494140625,11744800
2020-08-13,165.30999755859375,165.5800018310547,163.1699981689453,163.82000732421875,137.80178833007812,12744700
2020-08-14,163.80999755859375,164.14999389648438,163.16000366210938,163.17999267578125,137.26341247558594,6398100
2020-08-17,163.97000122070312,164.4600067138672,163.42999267578125,163.58999633789062,137.60830688476562,6901500
2020-08-18,164.36000061035156,164.8699951171875,164.08999633789062,164.75999450683594,138.59249877929688,8140600
2020-08-19,165.3699951171875,165.61000061035156,163.3000030517578,163.72999572753906,137.72604370117188,12497700
2020-08-20,165.38999938964844,165.64999389648438,164.92999267578125,165.2100067138672,138.97100830078125,10319900
2020-08-21,165.77000427246094,166.3300018310547,165.00999450683594,166.1999969482422,139.80386352539062,6836000
2020-08-24,166.32000732421875,166.97000122070312,165.86000061035156,165.92999267578125,139.57664489746094,6490600
2020-08-25,164.35000610351562,165.08999633789062,163.8300018310547,164.66000366210938,138.50839233398438,10518300
2020-08-26,164.0500030517578,164.3300018310547,163.27999877929688,164.02999877929688,137.9783477783203,8276600
2020-08-27,164.75999450683594,164.82000732421875,161.16000366210938,161.24000549316406,135.63157653808594,19860100
2020-08-28,161.77000427246094,162.0500030517578,160.63999938964844,161.1199951171875,135.5305633544922,8415400
2020-08-31,161.60000610351562,163.25,161.55999755859375,162.19000244140625,136.43063354492188,11388100
2020-09-01,161.75999450683594,164.07000732421875,161.17999267578125,163.86000061035156,137.99110412597656,10587000
2020-09-02,163.50999450683594,165.55999755859375,163.49000549316406,165.4199981689453,139.30482482910156,15167700
2020-09-03,165.75,167.24000549316406,165.44000244140625,165.88999938964844,139.70066833496094,16416600
2020-09-04,164.41000366210938,164.6999969482422,162.4499969482422,162.74000549316406,137.04794311523438,13780300
2020-09-08,164.3699951171875,165.25999450683594,163.74000549316406,163.74000549316406,137.89004516601562,13790400
2020-09-09,163.94000244140625,164.25,162.75999450683594,163.3000030517578,137.51954650878906,9558900
2020-09-10,162.4600067138672,164.35000610351562,161.9499969482422,164.1300048828125,138.21849060058594,8847700
2020-09-11,164.30999755859375,164.57000732421875,164.0800018310547,164.47999572753906,138.51327514648438,5458200
2020-09-14,164.7899932861328,165.0800018310547,164.22999572753906,164.47000122070312,138.5048370361328,4274900
2020-09-15,164.1699981689453,164.47000122070312,163.7899932861328,164.07000732421875,138.16790771484375,6928500
2020-09-16,164.77999877929688,164.88999938964844,162.97999572753906,163.5800018310547,137.75521850585938,8815200
2020-09-17,164.89999389648438,164.9600067138672,163.8000030517578,164.0800018310547,138.17637634277344,7813900
2020-09-18,164.1699981689453,164.24000549316406,163.33999633789062,163.57000732421875,137.74697875976562,7246300
2020-09-21,164.88999938964844,165.39999389648438,164.13999938964844,164.39999389648438,138.44589233398438,11086900
2020-09-22,164.44000244140625,164.8800048828125,163.8699951171875,164.27000427246094,138.33633422851562,10524100
2020-09-23,164.3000030517578,164.52999877929688,163.47999572753906,164.49000549316406,138.52163696289062,6224800
2020-09-24,164.9600067138672,165.1199951171875,164.6199951171875,165.1199951171875,139.05213928222656,8278100
2020-09-25,165.11000061035156,165.4199981689453,164.7100067138672,165.1199951171875,139.05213928222656,5140300
2020-09-28,164.8699951171875,164.89999389648438,164.3699951171875,164.64999389648438,138.65640258789062,4470100
2020-09-29,164.8000030517578,165.24000549316406,164.55999755859375,164.83999633789062,138.81643676757812,10297600
2020-09-30,164.0,164.0,162.5500030517578,163.25999450683594,137.48585510253906,12971000
2020-10-01,162.50999450683594,163.74000549316406,162.10000610351562,163.36000061035156,137.71267700195312,11523900
2020-10-02,163.61000061035156,163.6699981689453,162.17999267578125,162.75,137.19833374023438,8828800
2020-10-05,160.9499969482422,160.9499969482422,159.52000427246094,159.57000732421875,134.5176544189453,14726000
2020-10-06,159.3300018310547,161.41000366210938,158.67999267578125,160.42999267578125,135.24264526367188,22419400
2020-10-07,159.55999755859375,160.4199981689453,158.86000061035156,159.25999450683594,134.25631713867188,9429200
2020-10-08,159.97000122070312,160.25,159.66000366210938,160.1199951171875,134.98133850097656,8431500
2020-10-09,159.52000427246094,160.27000427246094,158.80999755859375,160.08999633789062,134.95596313476562,8441500
2020-10-12,160.42999267578125,160.67999267578125,160.11000061035156,160.60000610351562,135.3859405517578,3962000
2020-10-13,161.2100067138672,161.8300018310547,161.17999267578125,161.75,136.3553924560547,7914300
2020-10-14,162.3300018310547,162.75,161.97000122070312,162.1199951171875,136.66734313964844,6954800
2020-10-15,163.0399932861328,163.19000244140625,161.63999938964844,161.83999633789062,136.43128967285156,9458800
2020-10-16,161.66000366210938,162.32000732421875,161.10000610351562,161.38999938964844,136.0518341064453,8416300
2020-10-19,160.5,160.97999572753906,160.0500030517578,160.77999877929688,135.53768920898438,9286600
2020-10-20,159.86000061035156,160.00999450683594,158.9499969482422,159.25,134.2479248046875,11189000
2020-10-21,158.7899932861328,159.3699951171875,158.3699951171875,158.6999969482422,133.78419494628906,10453700
2020-10-22,158.2899932861328,158.6300048828125,156.97000122070312,157.0500030517578,132.39328002929688,12664900
2020-10-23,156.80999755859375,158.2100067138672,156.75,158.00999450683594,133.2025146484375,8783800
2020-10-26,159.2100067138672,160.02000427246094,159.00999450683594,159.47999572753906,134.4416961669922,7227300
2020-10-27,160.22999572753906,160.6999969482422,159.89999389648438,160.5500030517578,135.34378051757812,6062300
2020-10-28,161.3800048828125,161.4600067138672,160.1999969482422,160.6999969482422,135.47019958496094,11765800
2020-10-29,160.72999572753906,160.8300018310547,158.47000122070312,159.13999938964844,134.15516662597656,11932400
2020-10-30,159.02999877929688,159.35000610351562,157.57000732421875,157.57000732421875,132.83154296875,13095400
2020-11-02,158.6999969482422,159.19000244140625,158.3300018310547,158.5800018310547,133.82652282714844,10810500
2020-11-03,157.85000610351562,157.97999572753906,157.0399932861328,157.66000366210938,133.0502166748047,16228700
2020-11-04,161.63999938964844,162.1699981689453,160.5399932861328,161.0800018310547,135.9363555908203,21570800
2020-11-05,161.63999938964844,161.74000549316406,160.5800018310547,161.36000061035156,136.17263793945312,18537500
2020-11-06,159.6199951171875,159.9199981689453,158.94000244140625,159.41000366210938,134.52703857421875,12408400
2020-11-09,155.97000122070312,156.14999389648438,154.6300048828125,156.05999755859375,131.69996643066406,23245000
2020-11-10,154.9600067138672,155.80999755859375,154.77999877929688,155.16000366210938,130.94049072265625,12561000
2020-11-11,155.02000427246094,155.94000244140625,154.97000122070312,155.72000122070312,131.41302490234375,5888200
2020-11-12,156.94000244140625,158.39999389648438,156.7100067138672,158.3699951171875,133.64935302734375,15999700
2020-11-13,158.36000061035156,158.5,157.91000366210938,158.16000366210938,133.47213745117188,7344600
2020-11-16,157.72999572753906,158.27999877929688,157.61000061035156,157.77999877929688,133.1514892578125,6310400
2020-11-17,158.77000427246094,159.16000366210938,158.58999633789062,158.80999755859375,134.02069091796875,7444600
2020-11-18,159.44000244140625,159.57000732421875,158.35000610351562,159.27000427246094,134.4088592529297,10333300
2020-11-19,159.97000122070312,160.72000122070312,159.83999633789062,160.08999633789062,135.10089111328125,10637200
2020-11-20,160.52999877929688,161.5399932861328,160.38999938964844,161.50999450683594,136.2992401123047,7246800
2020-11-23,160.82000732421875,160.99000549316406,160.27999877929688,160.77000427246094,135.6748046875,11300000
2020-11-24,159.99000549316406,160.02000427246094,159.00999450683594,159.1699981689453,134.32449340820312,10891700
2020-11-25,159.25,159.91000366210938,158.6199951171875,158.67999267578125,133.9109649658203,9145800
2020-11-27,159.61000061035156,160.27000427246094,159.5800018310547,160.22000122070312,135.21060180664062,4708200
2020-11-30,160.02999877929688,160.52999877929688,159.75999450683594,160.02000427246094,135.04185485839844,13071600
2020-12-01,158.5500030517578,158.74000549316406,156.67999267578125,157.5,133.05067443847656,13662800
2020-12-02,156.8800048828125,156.92999267578125,155.47999572753906,156.25,131.9947509765625,12114300
2020-12-03,156.94000244140625,157.82000732421875,156.5800018310547,157.50999450683594,133.05917358398438,9626500
2020-12-04,155.69000244140625,155.7899932861328,154.77000427246094,155.1999969482422,131.1077117919922,12734500
2020-12-07,156.35000610351562,156.8800048828125,156.17999267578125,156.60000610351562,132.2904510498047,9316100
2020-12-08,157.57000732421875,158.07000732421875,157.1999969482422,157.33999633789062,132.91549682617188,7397200
2020-12-09,156.5500030517578,157.32000732421875,156.00999450683594,156.82000732421875,132.47628784179688,7750100
2020-12-10,157.24000549316406,158.2899932861328,156.8300018310547,158.2100067138672,133.65052795410156,10025100
2020-12-11,158.64999389648438,159.38999938964844,158.32000732421875,158.77000427246094,134.12351989746094,8135900
2020-12-14,157.49000549316406,158.69000244140625,157.11000061035156,158.3300018310547,133.7518768310547,7535900
2020-12-15,157.77999877929688,158.38999938964844,157.30999755859375,157.8000030517578,133.3041534423828,6847500
2020-12-16,156.5800018310547,157.88999938964844,156.38999938964844,157.3800048828125,132.94935607910156,9954200
2020-12-17,158.1300048828125,158.4600067138672,156.42999267578125,156.8000030517578,132.5975341796875,9422700
2020-12-18,157.1199951171875,157.3800048828125,156.17999267578125,156.3300018310547,132.2001495361328,6505000
2020-12-21,157.1999969482422,157.33999633789062,156.4499969482422,156.9499969482422,132.724365234375,8988200
2020-12-22,157.55999755859375,157.8300018310547,157.0800018310547,157.75999450683594,133.4093780517578,7370800
2020-12-23,156.6199951171875,156.69000244140625,155.4600067138672,156.6699981689453,132.48757934570312,9266600
2020-12-24,156.89999389648438,157.42999267578125,156.85000610351562,157.2899932861328,133.0118865966797,3117100
2020-12-28,156.3800048828125,157.4499969482422,156.10000610351562,157.36000061035156,133.07110595703125,7791100
2020-12-29,156.38999938964844,157.2899932861328,156.36000061035156,157.16000366210938,132.90199279785156,9030900
2020-12-30,156.82000732421875,157.52999877929688,156.67999267578125,157.5,133.1895294189453,9097300
